Name,URL,URL-href,เพื่อน,ครอบครัว,คู่รัก,จานด่วน,ประหยัด,เดลิเวอรี,หิวโซ,ปาร์ตี้,คุยธุรกิจ
Miyazaki,Miyazakiเซ็นทรัล พัทยาบีช,https://www.wongnai.com/restaurants/182067SA-miyazaki-%E0%B9%80%E0%B8%8B%E0%B9%87%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B1%E0%B8%A5-%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B5%E0%B8%8A?_st=cD0xNztiPTE4MjA2NzthZD1mYWxzZTt0PTE2MTQyNzE2NDg3NjE7cmk9MVg3YTh3TUc1MmZoM3Z4MjN5TG1tZGhJNGgxcTlEO2k9MVg2emNHN3FiczZIRm42MEVHMTVmeEZwaTdJdVFzO3dyZWY9aXBob25lOw%3D%3D,55,45,0,27,0,0,0,0,0
Took Lae Dee,Took Lae DeeFood land พัทยากลาง,https://www.wongnai.com/restaurants/14468Od-took-lae-dee-food-land-%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A2%E0%B8%B2%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87?_st=cD0yO2I9MTQ0Njg7YWQ9ZmFsc2U7dD0xNjE0MjcyMzE1MDIwO3JpPTFYN2E4d05ibUVJenp5cllBTXpweHk1dTFsRGxKSztpPTFYNnpjRzlDRTVVblIzckhkZTJ0c3BXeXRGb0llQzt3cmVmPXNyOw%3D%3D,0,0,0,53,23,0,50,0,0
,ชะลอคาเฟ่,https://www.wongnai.com/restaurants/617039cz-%E0%B8%8A%E0%B8%B0%E0%B8%A5%E0%B8%AD%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88?_st=cD0wO2I9NjE3MDM5O2FkPXRydWU7dD0xNjE0MjcyMzk4NDM2O3JpPTFYN2E4d05tRXNJTUZpUjhiNFpaVTdNUjYxM1dGWjtpPTFYNnpjRzlNbmxJVjBvdDZMWDN0VEFnUGdMTlk3Rzt3cmVmPXNyOw%3D%3D,100,100,100,0,0,0,0,0,0
Max Beef Buffet,Max Beef BuffetRobinson Borwin,https://www.wongnai.com/restaurants/590053MG-max-beef-buffet-robinson-borwin,100,50,0,0,0,0,100,0,0
ริมเลหมูกระทะ,ริมเลหมูกระทะแหลมท้าวเทวา ศรีราชา,https://www.wongnai.com/restaurants/304499aO-%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%97%E0%B8%B0-%E0%B9%81%E0%B8%AB%E0%B8%A5%E0%B8%A1%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%80%E0%B8%97%E0%B8%A7%E0%B8%B2-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2?_st=cD0xOTtiPTMwNDQ5OTthZD1mYWxzZTt0PTE2MTQyNzIwMDk2Mzk7cmk9MVg3YTh3TXpSdzFlU3dWY2JYRm5KOG9CQWtUWVhHO2k9MVg2emNHOFp3RFRyaEpFbml0blNOaEdiQXl6OWlaO3dyZWY9c3I7,35,0,0,0,41,0,41,0,0
itaewon bangsaen,itaewon bangsaenITAEWON,https://www.wongnai.com/restaurants/763922AD-itaewon-bangsaen-itaewon?_st=cD0zO2I9NzYzOTIyO2FkPWZhbHNlO3Q9MTYxNDI3MjgwMDQ3NztyaT0xWDdhOHdPYXBiSXBPeVp0dnBGRHREMVloTnVlaEo7aT0xWDZ6Y0dBQkx2Q1h5M2ZWdERPZnR1bnBKdU9NQ1g7d3JlZj1zcjs%3D,0,0,0,0,0,0,100,0,0
แดง ดำ,แดง ดำ,https://www.wongnai.com/restaurants/749dt-%E0%B9%81%E0%B8%94%E0%B8%87-%E0%B8%94%E0%B8%B3?_st=cD0xMjtiPTc0OTthZD1mYWxzZTt0PTE2MTQyNzExMDUzMzk7cmk9MVg3YTh3TDlwVzMzSDdFWWJPdWs1Z1NSelUzdmZyO2k9MVg2emNHNmtOaXNVTFRHMnBPNmt5Rm5VMmNMSEIzO3dyZWY9aXBob25lOw%3D%3D,33,39,0,36,0,0,0,0,0
PEA Volcano Cafe’,PEA Volcano Cafe’,https://www.wongnai.com/restaurants/304413qd-pea-volcano-cafe?_st=cD05O2I9MzA0NDEzO2FkPWZhbHNlO3Q9MTYxNDI3MjUyODU3NTtyaT0xWDdhOHdPMmR0MG1oZXo5T21PVThmNzBNbmUxMjU7aT0xWDZ6Y0c5ZEFQQ25xM0ZKMUlVYWM3ckNkcjRDTFQ7d3JlZj1hbmRyb2lkOw%3D%3D,33,0,25,0,50,0,0,0,0
ราเมนแชมป์เปี้ยน,ราเมนแชมป์เปี้ยนพัทยา,https://www.wongnai.com/restaurants/198615II-%E0%B8%A3%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%99%E0%B9%81%E0%B8%8A%E0%B8%A1%E0%B8%9B%E0%B9%8C%E0%B9%80%E0%B8%9B%E0%B8%B5%E0%B9%89%E0%B8%A2%E0%B8%99-%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A2%E0%B8%B2?_st=cD0xODtiPTE5ODYxNTthZD1mYWxzZTt0PTE2MTQyNzIyNDE0ODI7cmk9MVg3YTh3TlNXcGl1VElPUkpRNVRRNHZZZEdLZDlFO2k9MVg2emNHOTM2WTFkOWJkSFk4RzhWMWJvUWFIR2h3O3dyZWY9c3I7,48,0,0,0,41,0,38,0,0
ตำแซ่บ by ทราย สาขาพัทยา,ตำแซ่บ by ทราย สาขาพัทยา,https://www.wongnai.com/restaurants/421218Xx-%E0%B8%95%E0%B8%B3%E0%B9%81%E0%B8%8B%E0%B9%88%E0%B8%9A-by-%E0%B8%97%E0%B8%A3%E0%B8%B2%E0%B8%A2-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A2%E0%B8%B2?_st=cD03O2I9NDIxMjE4O2FkPWZhbHNlO3Q9MTYxNDI3MTM1NTU1MztyaT0xWDdhOHdMZkgzU2lac21UdW15QjJoV2FoUmE4bnQ7aT0xWDZ6Y0c3Rm11Qk5vUzI1ZDBsaUV4eFE2MVJGbkc7d3JlZj1zcjs%3D,40,20,0,11,0,0,0,0,0
,Tree Cloud Cafe,https://www.wongnai.com/restaurants/573587yc-tree-cloud-cafe?_st=cD0wO2I9NTczNTg3O2FkPXRydWU7dD0xNjE0MjcyMTU1OTkwO3JpPTFYN2E4d05IcEZad0dWZUNEMkNvZ1lLNGFSM2gzRDtpPTFYNnpjRzhzSDhxNW5MblJEeWJBM2k4ZERGZ1BqQzt3cmVmPXNyOw%3D%3D,60,20,20,0,0,0,0,0,0
Khao Yai Steakhouse_sriracha,Khao Yai Steakhouse_srirachaเครือสหพัฒน์ แหลมฉบัง,https://www.wongnai.com/restaurants/502882bQ-khao-yai-steakhouse-sriracha-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AB%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C-%E0%B9%81%E0%B8%AB%E0%B8%A5%E0%B8%A1%E0%B8%89%E0%B8%9A%E0%B8%B1%E0%B8%87?_st=cD03O2I9NTAyODgyO2FkPWZhbHNlO3Q9MTYxNDI3MTY3MDQ1ODtyaT0xWDdhOHdNSW5uSm9HSlFicjJpdkVFVVF4Y285c3g7aT0xWDZ6Y0c3dEk0OWdtTFhRUzlNOVBkRTJwMDVHRTc7d3JlZj1zcjs%3D,55,45,38,0,0,0,0,0,0
Ohana Shokudou,Ohana Shokudou,https://www.wongnai.com/restaurants/172777ya-ohana-shokudou?_st=cD02O2I9MTcyNzc3O2FkPWZhbHNlO3Q9MTYxNDI3MTU3OTcxNztyaT0xWDdhOHdNN084UjJWUU9IS2E5c0RkTVZQUEVxU3Q7aT0xWDZ6Y0c3aHNaQlI2SExiUEJPTEFkZzlqR0dwUjc7d3JlZj1zcjs%3D,47,37,27,0,0,0,0,0,0
ริมทะลสเต็กพัทยา,ริมทะลสเต็กพัทยา,https://www.wongnai.com/restaurants/520186HW-%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%97%E0%B8%B0%E0%B8%A5%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B9%87%E0%B8%81%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A2%E0%B8%B2?_st=cD0zO2I9NTIwMTg2O2FkPWZhbHNlO3Q9MTYxNDI3MTc5Mjk1MDtyaT0xWDdhOHdNWUNxcExlVXpkdkU3WFZDU2RiMzdoRFc7aT0xWDZ6Y0c4OGNqZlBGWUo0SjRRZDZPMUZiVkpvV007d3JlZj1zcjs%3D,45,42,32,0,0,0,0,0,0
,Julie Grill & More,https://www.wongnai.com/restaurants/478641MN-julie-grill-more?_st=cD0xMTtiPTQ3ODY0MTthZD10cnVlO3Q9MTYxNDI3MjMxNTAzMDtyaT0xWDdhOHdOYmhoVEg5ZFBHeHltUjNqZU1kVllFOWY7aT0xWDZ6Y0c5Q0U1VW5SM3JIZGUydHNwV3l0Rm9JZUM7d3JlZj1zcjs%3D,40,40,0,0,0,0,40,0,0
ตำหลาย อมตะนครชลบุรี,ตำหลาย อมตะนครชลบุรี,https://www.wongnai.com/restaurants/286873Sb-%E0%B8%95%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%B2%E0%B8%A2-%E0%B8%AD%E0%B8%A1%E0%B8%95%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%8A%E0%B8%A5%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5?_st=cD01O2I9Mjg2ODczO2FkPWZhbHNlO3Q9MTYxNDI3MTkwMDg4NDtyaT0xWDdhOHdNbGpVQ1pyV3NIaFdieDE5bHFTckhUdGw7aT0xWDZ6Y0c4TUJla09WVGl1bmx5Q2plMGFjTnRHZUo7d3JlZj1zcjs%3D,45,45,0,18,0,0,0,0,0
Sukiya,Sukiyaอิออน ศรีราชา,https://www.wongnai.com/restaurants/216497bF-sukiya-%E0%B8%AD%E0%B8%B4%E0%B8%AD%E0%B8%AD%E0%B8%99-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2?_st=cD0yMDtiPTIxNjQ5NzthZD1mYWxzZTt0PTE2MTQyNzI1ODEwMjY7cmk9MVg3YTh3TzlFMFF6WEh2aFRqUGRJQzNwdUJIS2U1O2k9MVg2emNHOWplWFo3ajVUOU1qTzJHQWNCWGdNa2FZO3dyZWY9c3I7,60,0,0,40,40,0,0,0,0
Fat Coco,Fat Cocoพัทยา,https://www.wongnai.com/restaurants/624201oA-fat-coco-pattaya?_st=cD0zO2I9NjI0MjAxO2FkPWZhbHNlO3Q9MTYxNDI3MjM5ODQ1NTtyaT0xWDdhOHdObUdBSWU5UlJwTUtxWk9VdDBycWx6Wmk7aT0xWDZ6Y0c5TW5sSVYwb3Q2TFgzdFRBZ1BnTE5ZN0c7d3JlZj1zcjs%3D,33,0,33,0,0,0,0,33,0
ติดดิน ซีฟู้ด,ติดดิน ซีฟู้ด,https://www.wongnai.com/restaurants/17360bN-%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B8%94%E0%B8%B4%E0%B8%99-%E0%B8%8B%E0%B8%B5%E0%B8%9F%E0%B8%B9%E0%B9%89%E0%B8%94?_st=cD00O2I9MTczNjA7YWQ9ZmFsc2U7dD0xNjE0MjcxNDM1NDcxO3JpPTFYN2E4d0xwSUhRY0NrSmFNTExLS0FXQTgzdTdnSDtpPTFYNnpjRzdQcENMdzZWbG1DZWoza2taeEZ6SVlJUTt3cmVmPXNyOw%3D%3D,48,54,26,0,0,0,0,0,0
แป๊ะกล้วย หมี่ผัดหนองใหญ่,แป๊ะกล้วย หมี่ผัดหนองใหญ่,https://www.wongnai.com/restaurants/24494vO-%E0%B9%81%E0%B8%9B%E0%B9%8A%E0%B8%B0%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%A7%E0%B8%A2-%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88?_st=cD00O2I9MjQ0OTQ7YWQ9ZmFsc2U7dD0xNjE0MjcyNjQwNTA0O3JpPTFYN2E4d09HaDVya05jTWlTQnBkeEdhdGN1emY3cDtpPTFYNnpjRzlyREdxbW05blNNakZPU0loNXdpZXF6YTt3cmVmPXNyOw%3D%3D,0,38,0,25,25,0,0,0,0
One Day Crazy Coffee Lab,One Day Crazy Coffee Lab,https://www.wongnai.com/restaurants/610774wo-one-day-crazy-coffee-lab?_st=cD02O2I9NjEwNzc0O2FkPWZhbHNlO3Q9MTYxNDI3MTM5NzQ4MjtyaT0xWDdhOHdMa1VkQk1ia01jUDhMbHVvMkoxVVZTRDQ7aT0xWDZ6Y0c3S3o0ekRZZlRFUGVYd2pGdDk0NnRBUVQ7d3JlZj1zcjs%3D,0,0,44,0,0,0,0,11,33
สุนทรีย์ บาร์ อมตะนคร,สุนทรีย์ บาร์ อมตะนคร,https://www.wongnai.com/restaurants/181663OB-%E0%B8%AA%E0%B8%B8%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C-%E0%B8%9A%E0%B8%B2%E0%B8%A3%E0%B9%8C-%E0%B8%AD%E0%B8%A1%E0%B8%95%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3?_st=cD0xOTtiPTE4MTY2MzthZD1mYWxzZTt0PTE2MTQyNzIyOTc2ODc7cmk9MVg3YTh3TlpZS2dMQ0NKQUszRU8ydjFKZUo5NXluO2k9MVg2emNHOUE5ZGFYdGQyWUlBcU1qcUNyZU1kS0lJO3dyZWY9c3I7,64,0,29,0,0,0,0,50,0
Pajaidee,PajaideePattaya,https://www.wongnai.com/restaurants/381286Aw-pajaidee-pattaya?_st=cD00O2I9MzgxMjg2O2FkPWZhbHNlO3Q9MTYxNDI3MTk5MjYxMDtyaT0xWDdhOHdNeEk5SFhyN2tMN3dXaktCZWxuRVNUZXI7aT0xWDZ6Y0c4WGtqSUQ3OTlQNHcxVzN1eVUyWXByNnQ7d3JlZj1zcjs%3D,17,33,17,0,0,0,0,0,0
Silver Moon Rooftop Bar,Silver Moon Rooftop BarNovotel Sriracha & Koh Si Chang Marina Bay,https://www.wongnai.com/restaurants/496947wD-silver-moon-rooftop-bar-novotel-sriracha-koh-si-chang-marina-bay?_st=cD0xNztiPTQ5Njk0NzthZD1mYWxzZTt0PTE2MTQyNzE4ODU2OTU7cmk9MVg3YTh3TWp0UWE4ZUZ3eGV0a1FaWlhUd1lWUENqO2k9MVg2emNHOEtLem85ZG0zRzV0TlRTOVVkTEV0bUxFO3dyZWY9c3I7,100,0,100,0,0,0,0,100,0
3 Mermaids,3 Mermaids,https://www.wongnai.com/restaurants/679872Hp-3-mermaids?_st=cD02O2I9Njc5ODcyO2FkPWZhbHNlO3Q9MTYxNDI3MTY3MDQ1NztyaT0xWDdhOHdNSWxjTFROcjQ1NWFGU2hhTktkZHNuUDg7aT0xWDZ6Y0c3dEk0OWdtTFhRUzlNOVBkRTJwMDVHRTc7d3JlZj1zcjs%3D,63,63,75,0,0,0,0,0,0
เตี๋ยวโฟกระดกนิ้ว,เตี๋ยวโฟกระดกนิ้ว,https://www.wongnai.com/restaurants/366093Ul-%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%82%E0%B8%9F%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%94%E0%B8%81%E0%B8%99%E0%B8%B4%E0%B9%89%E0%B8%A7?_st=cD0xNDtiPTM2NjA5MzthZD1mYWxzZTt0PTE2MTQyNzIyNDE0Nzk7cmk9MVg3YTh3TlNYbUNBTmdwelpOeFRGazNhbWtDSFI5O2k9MVg2emNHOTM2WTFkOWJkSFk4RzhWMWJvUWFIR2h3O3dyZWY9c3I7,50,50,0,0,0,25,0,0,0
D Coffee,D Coffeeศรีราชา,https://www.wongnai.com/restaurants/489494HP-d-coffee-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2?_st=cD01O2I9NDg5NDk0O2FkPWZhbHNlO3Q9MTYxNDI3MjU4ODg5MztyaT0xWDdhOHdPQThvd05tUGhEWUlqVWx0SW0xd2d1S2E7aT0xWDZ6Y0c5a2pYVHJOeGNuYko3QjhJM1ZCM3BKeDc7d3JlZj1zcjs%3D,20,20,0,0,0,0,0,0,20
ข้าวต้มครูเดช,ข้าวต้มครูเดชหนองมน,https://www.wongnai.com/restaurants/146658vO-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%95%E0%B9%89%E0%B8%A1%E0%B8%84%E0%B8%A3%E0%B8%B9%E0%B9%80%E0%B8%94%E0%B8%8A-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%A1%E0%B8%99?_st=cD04O2I9MTQ2NjU4O2FkPWZhbHNlO3Q9MTYxNDI3MjU0NDU1ODtyaT0xWDdhOHdPNGZ5NGpBZFlBazBhbjJGNVFBY2RwcHg7aT0xWDZ6Y0c5ZkFsRkpmdVFUdGdtemZmWW9nNmY0M0U7d3JlZj1zcjs%3D,63,50,0,38,0,0,0,0,0
แม่แดงไก่ย่างบางพระ สาขา 1,แม่แดงไก่ย่างบางพระ สาขา 1บางพระ สาขา 1,https://www.wongnai.com/restaurants/251500aT-%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%94%E0%B8%87%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%A3%E0%B8%B0-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2-1-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%A3%E0%B8%B0-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2-1?_st=cD03O2I9MjUxNTAwO2FkPWZhbHNlO3Q9MTYxNDI3MjM2NDUxNTtyaT0xWDdhOHdOaTFtTHdGTjFKS0lrdlRRUmpjdWlGNEQ7aT0xWDZ6Y0c5SWJXOUl3c2VMVmRhbTl0SGJMd2o1c3E7d3JlZj1zcjs%3D,17,0,0,0,17,0,17,0,0
ข้าวมันไก่ เก่งไก่,ข้าวมันไก่ เก่งไก่,https://www.wongnai.com/restaurants/331590iG-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%A1%E0%B8%B1%E0%B8%99%E0%B9%84%E0%B8%81%E0%B9%88-%E0%B9%80%E0%B8%81%E0%B9%88%E0%B8%87%E0%B9%84%E0%B8%81%E0%B9%88?_st=cD0xNDtiPTMzMTU5MDthZD1mYWxzZTt0PTE2MTQyNzI1ODg5MDQ7cmk9MVg3YTh3T0FEUG9iUGdtWHVEZTlwOHdhMmw1blNOO2k9MVg2emNHOWtqWFRyTnhjbmJKN0I4STNWQjNwSng3O3dyZWY9c3I7,42,50,0,25,0,0,0,0,0
ปรีชา ซีฟู้ด,ปรีชา ซีฟู้ดนาจอมเทียน,https://www.wongnai.com/restaurants/2708oD-%E0%B8%9B%E0%B8%A3%E0%B8%B5%E0%B8%8A%E0%B8%B2-%E0%B8%8B%E0%B8%B5%E0%B8%9F%E0%B8%B9%E0%B9%89%E0%B8%94-%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B8%AD%E0%B8%A1%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%99?_st=cD01O2I9MjcwODthZD1mYWxzZTt0PTE2MTQyNzEwNzg0ODM7cmk9MVg3YTh3TDZRdHJ0VEJVZmxKNkpyUllPcW1NeVRIO2k9MVg2emNHNmd3NTNJSHFKc2tVTXhXVVZQQjF0WGw0O3dyZWY9c3I7,56,61,25,0,0,0,0,0,0
เล้งกี่โภชนา,เล้งกี่โภชนา,https://www.wongnai.com/restaurants/7831HI-%E0%B9%80%E0%B8%A5%E0%B9%89%E0%B8%87%E0%B8%81%E0%B8%B5%E0%B9%88%E0%B9%82%E0%B8%A0%E0%B8%8A%E0%B8%99%E0%B8%B2?_st=cD04O2I9NzgzMTthZD1mYWxzZTt0PTE2MTQyNzE1MTY0ODg7cmk9MVg3YTh3THpUaVB5UGMwTzJXSERsRW1XSXJnSlVhO2k9MVg2emNHN2EwQk1mMHR3M0FwTk9OakJpN1VWN0FHO3dyZWY9c3I7,42,48,17,0,0,0,0,0,0
Yakiniku 8 Maruhachi,Yakiniku 8 Maruhachi,https://www.wongnai.com/restaurants/346500fl-yakiniku-8-maruhachi?_st=cD0yMDtiPTM0NjUwMDthZD1mYWxzZTt0PTE2MTQyNzE5MzkzOTc7cmk9MVg3YTh3TXFiTEY4dVJDbW1wWHBsUzFWem5saHc2O2k9MVg2emNHOFI3VDA5a2F3YTlyazIxclpGZ1lrQWhTO3dyZWY9c3I7,40,0,20,0,0,0,0,20,0
Medium,Medium,https://www.wongnai.com/restaurants/577271cs-medium?_st=cD00O2I9NTc3MjcxO2FkPWZhbHNlO3Q9MTYxNDI3MTI5NDQ3NDtyaT0xWDdhOHdMWFZFdHZnTnVIVmY2QTlMTHBlbnBZcnk7aT0xWDZ6Y0c3ODZhcW1kbzQyM2cxTUJmeHFSWFQ0UEw7d3JlZj1zcjs%3D,20,0,30,0,0,0,0,0,10
ก๋วยเตี๋ยวฟ้าผ่า,ก๋วยเตี๋ยวฟ้าผ่า,https://www.wongnai.com/restaurants/83947Cc-%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%9F%E0%B9%89%E0%B8%B2%E0%B8%9C%E0%B9%88%E0%B8%B2?_st=cD00O2I9ODM5NDc7YWQ9ZmFsc2U7dD0xNjE0MjcxNzE0MTQwO3JpPTFYN2E4d01PSlpCUUhUWU5MejhXZENnakZKNTRxZTtpPTFYNnpjRzd5cjdHMUZyclBGWVltbFNRS3dYT0l2RDt3cmVmPWFuZHJvaWQ7,45,40,0,48,0,0,0,0,0
ตำสะดุ้ง พัทยา,ตำสะดุ้ง พัทยา,https://www.wongnai.com/restaurants/339888QQ-%E0%B8%95%E0%B8%B3%E0%B8%AA%E0%B8%B0%E0%B8%94%E0%B8%B8%E0%B9%89%E0%B8%87-%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A2%E0%B8%B2?_st=cD0xMztiPTMzOTg4ODthZD1mYWxzZTt0PTE2MTQyNzE1Nzk3MjI7cmk9MVg3YTh3TTdROEpyYUdQUkYyQk43Z1lUOU5DN0xGO2k9MVg2emNHN2hzWkJSNkhMYlBCT0xBZGc5akdHcFI3O3dyZWY9c3I7,31,26,0,0,0,0,14,0,0
อาลีบาบา,อาลีบาบา,https://www.wongnai.com/restaurants/778EG-%E0%B8%AD%E0%B8%B2%E0%B8%A5%E0%B8%B5%E0%B8%9A%E0%B8%B2%E0%B8%9A%E0%B8%B2?_st=cD0yMDtiPTc3ODthZD1mYWxzZTt0PTE2MTQyNzIwNzE0Mjg7cmk9MVg3YTh3TjdHUzlqUGlZZnp4MmpKMFVVSEFiMk00O2k9MVg2emNHOGhqYzFWVVo0NkdxenN4ek5WTEdtR05ZO3dyZWY9c3I7,17,0,17,0,0,0,0,0,0
Rabbit Moon Restaurant,Rabbit Moon RestaurantFarthai Residence,https://www.wongnai.com/restaurants/237378iP-rabbit-moon-restaurant-farthai-residence?_st=cD0xNTtiPTIzNzM3ODthZD1mYWxzZTt0PTE2MTQyNzIzMzI1NTQ7cmk9MVg3YTh3TmU0S2dZZTdkVjdlZnNid1NlMWRWTk5WO2k9MVg2emNHOUVUTmNpMjNoQ1NoYXJhUnN3QVhJY2lOO3dyZWY9c3I7,50,50,38,0,0,0,0,0,0
เนื้อย่าง มารุมาชิ,เนื้อย่าง มารุมาชิ,https://www.wongnai.com/restaurants/278527mq-%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87-%E0%B8%A1%E0%B8%B2%E0%B8%A3%E0%B8%B8%E0%B8%A1%E0%B8%B2%E0%B8%8A%E0%B8%B4,50,0,50,0,0,0,0,0,50
Love Is Cafe',Love Is Cafe',https://www.wongnai.com/restaurants/271039rP-love-is-cafe?_st=cD0yMTtiPTI3MTAzOTthZD1mYWxzZTt0PTE2MTQyNzI0MzMzOTY7cmk9MVg3YTh3TnFrOUY2SXZoUGZQa1lGY1Rxd0tEb0F6O2k9MVg2emNHOVJDU2dmS2ZITDRVVWxqYmJBbHpxVEVJO3dyZWY9c3I7,45,23,35,0,0,0,0,0,0
Grab A Bite Cafe',Grab A Bite Cafe',https://www.wongnai.com/restaurants/228816QD-grab-a-bite-cafe?_st=cD0xNTtiPTIyODgxNjthZD1mYWxzZTt0PTE2MTQyNzI0ODc1NDk7cmk9MVg3YTh3TnhUSkt4S0Y2OWxIN1VsaW1LQlJFbGxCO2k9MVg2emNHOVkzbGJudkxkNW5paU1rWVU4dlRCckw0O3dyZWY9c3I7,62,42,33,0,0,0,0,0,0
Momo Bangsaen,Momo Bangsaen บางแสน,https://www.wongnai.com/restaurants/424272xs-momo-bangsaen-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%AA%E0%B8%99?_st=cD0yMDtiPTQyNDI3MjthZD1mYWxzZTt0PTE2MTQyNzE5NjM1ODA7cmk9MVg3YTh3TXRnOE5mYjJkZDVhUjU4b3R3NGlCeXJRO2k9MVg2emNHOFU2enBnbGlFcUtkWHJjTnRWOG9iUWx0O3dyZWY9c3I7,31,0,8,0,15,0,0,0,0
The Big Fish,The Big FishSiam@Siam Design Hotel Pattaya,https://www.wongnai.com/restaurants/154135po-the-big-fish-siam-siam-design-hotel-pattaya?_st=cD0yMDtiPTE1NDEzNTthZD1mYWxzZTt0PTE2MTQyNzEyNzYwODU7cmk9MVg3YTh3TFZFRHNXelpjMnl1Y1U2RmR4c1Z1Q0NyO2k9MVg2emNHNzVoODFVN0YyR1hlY2VmdXg1VG5DYUVCO3dyZWY9aXBob25lOw%3D%3D,59,52,50,0,0,0,0,0,0
ร้านอาหารน้องไผ่,ร้านอาหารน้องไผ่,https://www.wongnai.com/restaurants/83063XR-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B9%84%E0%B8%9C%E0%B9%88?_st=cD02O2I9ODMwNjM7YWQ9ZmFsc2U7dD0xNjE0MjcyNTk3MzU4O3JpPTFYN2E4d09CSWFLdkhzbXBWZ2JkbkJsZlBjTlpjTDtpPTFYNnpjRzlsckJCR2lhem1nOHNJMmY1WFYwbkJqajt3cmVmPXNyOw%3D%3D,76,72,24,0,0,0,0,0,0
